TITLE,AGE,YEAR,EPISODES,RUNTIME,TYPE,ORIGIN_COUNTRY,summary,RATING,genres,image_url
The Unicorn,18+,2019,31,22,tvSeries,United States,"A widower is eager to move on from the most difficult year of his life, only to realize he's utterly unprepared to raise his two daughters on his own and equally unprepared for the dating world where he's suddenly a hot commodity.",7.2,"Comedy,Drama,Family",https://m.media-amazon.com/images/M/MV5BMjMyZTdlNjAtODZmOC00OGI2LTliOWEtNThmYjNiN2E2Njk2XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_FMjpg_UX1000_.jpg
Klaus,7,2019,1,96,movie,Spain,"When Jesper (Jason Schwartzman) distinguishes himself as the postal academy's worst student, he is stationed on a frozen island above the Arctic Circle, where the feuding locals hardly exchange words let alone letters. Jesper is about to give up when he finds an ally in local teacher Alva (Rashida Jones), and discovers Klaus (Oscar® winner J.K. Simmons), a mysterious carpenter who lives alone in a cabin full of handmade toys. These unlikely friendships return laughter to Smeerensburg, forging a new legacy of generous neighbors, magical lore and stockings hung by the chimney with care. An animated Christmas comedy directed by Despicable Me co-creator Sergio Pablos, KLAUS co-stars Rashida Jones, Jason Schwartzman and JK Simmons. —Netflix",8.2,"Adventure,Animation,Comedy",https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg
Toy Boy,18,2019,13,\N,tvSeries,Spain,"Hugo Beltrán (Jesús Mosquera) is a young, beautiful and carefree stripper who wakes up one day at a cruise alongside a burned corpse after a night of partying and excesses. It is discovered that it is the corpse of the husband of his lover, Macarena Medina (Cristina Castaño), with whom he was in a sexual high-voltage steamy relationship. He is declared guilty and sentenced to fifteen years of prison after a badly done trial, although Hugo, despite not remembering any of what happened that night, is more than sure he wasn't actually the murderer, but the victim of a setup to frame him. Seven years later, he receives the visit of Triana Marín (María Pedraza), a young lawyer who offers to represent him, reopening the case and scheduling a new trial in which Hugo will finally get the chance to prove his innocence. Even though Hugo distrusts the offer, he accepts and is released from prison under conditional liberty, with the new trial pending. Between Hugo's release from prison and the new trial, he and Triana will have to work together to uncover the complex plot that got Hugo in jail - which will be easier said than done, due to both of them being completely different: Triana is a responsible and brilliant lawyer with a promising future, whereas Hugo is a vengeance-thirsty ex-convict and nigh —TheVoiceGamePlay",6.4,"Crime,Drama,Thriller",https://m.media-amazon.com/images/M/MV5BNmZhMmY5ODgtZjA5MS00ZmIzLTk2ODYtNzA3YjQ4YzE3OTAwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_FMjpg_UX1000_.jpg
Kakegurui,16,2017,24,24,tvSeries,Japan,"Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer, but when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like. —Greenster2",7.2,"Animation,Drama,Mystery",https://m.media-amazon.com/images/M/MV5BMmRhZDI4ODItYTAzMC00NWQ1LTk1MTctZWYyMDY3ZTU3NWFiXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_FMjpg_UX1000_.jpg
Bungou Stray Dogs,16,2016,37,24,tvSeries,Japan,"Nakajima Atsushi was kicked out of his orphanage, and now he has no place to go and no food. While he is standing by a river, on the brink of starvation, he rescues a man whimsically attempting suicide. That man is Dazai Osamu, and he and his partner Kunikida are members of a very special detective agency. They have supernatural powers and deal with cases that are too dangerous for the police or the military. They're tracking down a tiger that has appeared in the area recently, around the time Atsushi came to the area. The tiger seems to have a connection to Atsushi, and by the time the case is solved, it is clear that Atsushi's future will involve much more of Dazai and the rest of the detectives.",7.7,"Action,Animation,Comedy",https://m.media-amazon.com/images/M/MV5BYThmNzJiM2UtOTdhZS00MWU0LWI2NTEtMDEwN2JlNDJmNzVmXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_FMjpg_UX1000_.jpg
Conan the Barbarian,A,2011,1,113,movie,United States,"Many years ago, sorcerers crafted the Mask of Acheron and dark forces of Acheron conquered the world. However, the barbarians vanquished Acheron warriors and broke the Mask into pieces and divided among the tribes. The barbarian Cimmerian village of chief Corin is attacked by the evil warlord Khalar Zym that wants the last piece of bone of the Mask of Acheron to resurrect his wife. When his witch daughter Marique finds the hidden piece, he slaughters the villagers and the Corin's son Conan is the only survivor. Conan swears revenge against Khalar Zym. Years later, the warrior Conan is a pirate and he decides to release slaves from a field. When he is celebrating in a tavern with his friends, he sees a thief being chased by a guard and Conan recognizes him as Lucius, the Khalar Zym's soldier that he cut the nose out. Conan let the guards capture him and once in the prison, he forces Lucius to tell him where Khalar Zym is. Meanwhile Khalar Zym attacks a monastery where Marique believes that a pure-blood descent of Acheron lives. But the monk sent the descent Tamara back to her homeland. She is chased by Khalar Zym's soldiers, but Conan saves her. Now Conan intends to use Tamara to reach the evil Khalar Zym. Will he succeed in his intent? —Claudio Carvalho, Rio de Janeiro, Brazil",5.2,"Action,Adventure,Fantasy",https://m.media-amazon.com/images/M/MV5BMTQ1NDUyODk5NF5BMl5BanBnXkFtZTcwODk0MjIwNg@@._V1_FMjpg_UX1000_.jpg
Anon,G,2018,1,100,movie,United Kingdom,"In a world without anonymity or crime, a detective meets a woman who threatens their security.",6.1,"Crime,Sci-Fi,Thriller",https://m.media-amazon.com/images/M/MV5BMjE0MjIwMDE2MV5BMl5BanBnXkFtZTgwMzM5MDQzNTM@._V1_FMjpg_UX1000_.jpg
The I-Land,15,2019,7,281,tvMiniSeries,United States,"1-Land is a virtual reality prison designed with extreme psychological and physical challenges, where the punishment for crime is death. When ten people wake up on the treacherous island with no memory of who they are or how they got there, they must rise to the challenges to prove they are ready to be released back into society.",4.6,"Adventure,Drama,Mystery",https://m.media-amazon.com/images/M/MV5BZWM2MWUzZDQtZjljNC00ZmI5LTlhOWItMDdlMzA1MTcwZDM3XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_FMjpg_UX1000_.jpg
Downsizing,A,2017,1,135,movie,United States,"A new world of possibilities awaits, thanks to a revolutionary medical procedure known as Downsizing. Billed as environmentally-friendly, many people choose to downsize for economic benefits. When the kindly occupational therapist, Paul, undergoes the new procedure, finding himself in this brand-new existence, he must choose between a sheltered life or making an impact in his own small way. Can he help save the planet and afford a nice lifestyle at the same time?",5.7,"Drama,Fantasy,Sci-Fi",https://m.media-amazon.com/images/M/MV5BNDYxNDQ5OTYxOV5BMl5BanBnXkFtZTgwOTcyODkxNDM@._V1_FMjpg_UX1000_.jpg
Taken 3,A,2014,1,108,movie,France,"Liam Neeson returns as ex-covert operative Bryan Mills, whose long awaited reconciliation with his ex-wife is tragically cut short when she is brutally murdered. Consumed with rage, and framed for the crime, he goes on the run to evade the relentless pursuit of the CIA, FBI and the police. For one last time, Mills must use his ""particular set of skills,"" to track down the real killers, exact his unique brand of justice, and protect the only thing that matters to him now - his daughter. —20th Century Fox",6.0,"Action,Thriller",https://m.media-amazon.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_FMjpg_UX1000_.jpg
Baegabondeu,18,2019,16,60,tvSeries,South Korea,"Cha Dal Geon is a stunt man who dreams of becoming a world famous action actor. His career is floundering, while he tries to take care of his nephew as his guardian. His nephew takes a flight from Incheon to Morocco for a taekwondo exhibition, but the flight crashes. In Morocco, Cha Dal Geon sees someone in public that was a passenger on the fatal flight. He becomes convinced that someone or some group sabotaged his nephew's flight. Go Hae Ri is an NIS agent and is currently working undercover at the Korean embassy in Morocco. She is tasked by the embassy to help the bereaved families from the fatal flight. Cha Dal Geon turns to Go Hae Ri for help in finding the man he saw in Morocco who was a passenger on the flight. Soon, Cha Dal Geon and Go Hae Ri uncover a far darker and more sinister conspiracy than they expected. —(Source: AsianWiki)",8.3,"Action,Mystery,Thriller",https://m.media-amazon.com/images/M/MV5BNDYwNjViZWUtMDU0NC00OTNmLTlmNWItNjFkODM1ZjgwZTZhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_FMjpg_UX1000_.jpg
World on Fire,16,2019,8,57,tvSeries,United Kingdom,"Story of World War Two through the lives of ordinary people from all sides of this global conflict. The first series of seven episodes tells the story of the first year of the war, starting with the German invasion of Poland in September 1939 and ending with the Battle of Britain. —AnonymusB",7.3,"Drama,War",https://m.media-amazon.com/images/M/MV5BNTg5YzdjOTItZjAxYy00OWE0LTkxZTYtMDBmN2VhMWI5NDZhXkEyXkFqcGdeQXVyMDU5MDEyMA@@._V1_FMjpg_UX1000_.jpg
The Last Letter from Your Lover,13+,2021,1,110,movie,United Kingdom,"A pair of interwoven stories, set in the present and past, that follows Ellie Haworth, an ambitious journalist who discovers a trove of secret love letters from 1965 and becomes determined to solve the mystery of the forbidden affair at their center. As she uncovers the story behind Jennifer Stirling, the wife of a wealthy industrialist, and Anthony O'Hare, the financial journalist assigned to cover him, a love story of Ellie's own begins to unfold with the assistance of an earnest and endearing archivist who helps her track down more letters. —Netflix",8.5,"Drama,Romance",https://m.media-amazon.com/images/M/MV5BODMxZjgyNTgtZGQ1ZS00NmQ1LTg0OWEtODVmMDBjZjZkY2ZlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg
The Boys in the Band,18,2020,1,121,movie,United States,"In 1968 New York City - when being gay was still considered to be best kept behind closed doors - a group of friends gather for a raucous birthday party hosted by Michael (Jim Parsons), a screenwriter who spends and drinks too much, in honor of the sharp-dressed and sharp-tongued Harold (Zachary Quinto). Other partygoers include Donald (Matt Bomer), Michael's former flame, now mired in self-analysis; Larry (Andrew Rannells), a randy commercial artist living with Hank (Tuc Watkins), a school teacher who has just left his wife; Bernard (Michael Benjamin Washington), a librarian tiptoeing around fraught codes of friendship alongside Emory (Robin de Jesús), a decorator who never holds back; and a guileless hustler (Charlie Carver) hired to be Harold's gift for the night. What begins as an evening of drinks and laughs gets upended when Alan (Brian Hutchison), Michael's straight-laced college roommate, shows up unexpectedly and each man is challenged to confront long-buried truths that threaten the foundation of the group's tight bond. —Netflix",6.8,Drama,https://m.media-amazon.com/images/M/MV5BMDkyODhlYmUtZWU1OS00NWVhLTk3MjMtMDRjZjBiYTc0OWRhXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_FMjpg_UX1000_.jpg
Raising Dion,13+,2019,17,50,tvSeries,United States,A widowed single mom discovers that her son has super powers and tries to figure out how to raise him safely and responsibly.,7.2,"Drama,Sci-Fi",https://m.media-amazon.com/images/M/MV5BZTgyYjZjMzktNjk1OC00ZDdmLThmODEtNzUxMzcyY2Y1YzBmXkEyXkFqcGdeQXVyMjMzNTEyMzk@._V1_FMjpg_UX1000_.jpg
Top Chef,G,2006,277,44,tvSeries,United States,"A reality competition show in which chefs compete against one another in culinary challenges and are a judged by a panel of food and wine experts, with one or more contestants eliminated each episode.",7.6,"Game-Show,Reality-TV",https://m.media-amazon.com/images/M/MV5BY2I4MzY1YzYtZTUyOC00NTkyLWIxNDgtN2E3MWM4MzQ1NzI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_FMjpg_UX1000_.jpg
The Kissing Booth 3,13+,2021,1,\N,movie,United Kingdom,"It's the summer before Elle Evans is set to head off to college, and she has a big decision to make.",8.2,"Comedy,Romance",https://m.media-amazon.com/images/M/MV5BZmFhOWY0Y2ItMmI0YS00ZDE5LWI5NTgtNDU2NDEyMDFmNzA4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_FMjpg_UX1000_.jpg
The Last Days of American Crime,18,2020,1,148,movie,United States,"In the not-too-distant future, as a final response to terrorism and crime, the U.S. government plans to broadcast a signal making it impossible for anyone to knowingly commit unlawful acts.",3.7,"Action,Crime,Drama",https://m.media-amazon.com/images/M/MV5BOTAzMjhiOWQtZDkzMy00NmNiLWE1ZTEtYTJmNDIzMzhmZGQyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg
The Half of It,13,2020,1,104,movie,United States,"A shy, introverted, Chinese-American, straight-A student finds herself helping the school jock woo the girl they both secretly love. In the process, each teaches the other about the nature of love as they find connection in the most unlikely of places. —Netflix",6.9,"Comedy,Drama,Romance",https://m.media-amazon.com/images/M/MV5BY2RlZmZkOTUtMDI5Ni00ZjZmLWI1OTItZmUwNWE4ZWVjNzFiXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_FMjpg_UX1000_.jpg
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",UA,1997,1,87,movie,Japan,"After the defeat of the final Angel, Shinji Ikari falls into a deep depression. When SEELE orders the JSSDF to make a surprise attack on NERV's headquarters, Gendo Ikari retreats down into Terminal Dogma along with Rei Ayanami, where he begins to advance his own plans for the Human Instrumentality Project. Eventually, Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity. —J. S",8.1,"Action,Animation,Drama",https://m.media-amazon.com/images/M/MV5BZjJhMThkNTQtNjkxNy00MDdjLTg4MWQtMTI2MmQ3MDVmODUzXkEyXkFqcGdeQXVyMTAwOTA3NzY3._V1_FMjpg_UX1000_.jpg
The King: Youngwonui Gunjoo,16,2020,16,70,tvSeries,South Korea,"In 1994, the Kingdom of Corea encounters severe upheaval. The King is murdered by his brother Lee Lim and the King's son Lee Gon is stabbed in the neck, but he survives. The murderous Lee Lim seeks to possess the Manpasikjeok, which is legendary flute that holds supernatural powers. After a mysterious figure appears with a gun, Lee Lim slips away with only half of the now broken flute. The young Lee Gon holds onto a police badge he grabbed from the mysterious figure. The next day, Lee Gon is appointed the next ruler of the Kingdom of Corea. 25 years later, in the autumn of 2019, King Lee Gon governs the Kingdom of Corea as its benevolent leader. He is still haunted by what happened when he was a child and the mystery behind the police badge left by his savior. The police badge he held was issued on November 11, 2019 for Lieutenant Jeong Tae Eul. Autumn 2019, in the Republic of Korea. Jeong Tae Eul is a detective in the Violent Crimes Division at the Seoul Jongo Police Station. She is working undercover to take down the operator of an illegal online gambling operation. Meanwhile, in the Kingdom of Corea, King Lee Gon chases after someone that is dressed like a rabbit with a clock. King Lee Gon has a feeling that the person dressed like a rabbit may be his mysterious savior from 25 years earlier. King Lee Gon mounts his horse Maximus and enters the forest. Soon, he crosses over from the Kingdom of Corea into the parallel world of the Republic of Korea, where Lee Gon finally meets Detective Jeong Tae Eul. —(Source: AsianWiki)",8.3,"Fantasy,Mystery,Romance",https://m.media-amazon.com/images/M/MV5BMDk2MDAyNmYtY2VlNS00N2EzLWE4ZDEtMmI0N2ViYzk4ODU4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_FMjpg_UX1000_.jpg
